System,PVREAD,LANGN,AGE,PAREDINT,EFFORT1,DURECEC,ESCS,JOYREAD,DISCLIMA,TEACHSUP,CLSIZE,STAFFSHORT,EDUSHORT,TOTAT,STRATIO
Israel Arabic,509.9169,500,15.33,16,10,1,2.0618,2.6131,2.0345,1.314,23,-1.4551,-0.4907,41.5,9.9277
Israel Arabic,413.1189,500,16.08,16,10,2,1.3198,0.1372,2.0345,1.314,23,-1.4551,-0.4907,41.5,9.9277
Israel Arabic,510.1284,500,15.75,16,9,3,0.8886,1.0781,2.0345,0.385,23,-1.4551,-0.4907,41.5,9.9277
Israel Arabic,536.2256,500,15.83,16,10,4,1.2566,-1.7421,0.7843,1.314,23,-1.4551,-0.4907,41.5,9.9277
Israel Arabic,615.1888,500,15.83,16,NA,3,1.4714,1.7513,2.0345,1.314,23,-1.4551,-0.4907,41.5,9.9277
Israel Arabic,245.5942,500,16.25,14.5,7,4,-0.7631,0.638,-0.4934,0.4522,28,1.5435,0.9772,82.5,10.4364
Israel Arabic,269.1466,500,16.25,16,NA,3,0.8185,NA,-2.7124,1.314,28,1.5435,0.9772,82.5,10.4364
Israel Arabic,390.1243,500,15.75,12,NA,3,-0.5126,NA,-0.0424,1.314,28,1.5435,0.9772,82.5,10.4364
Israel Arabic,327.3482,500,16,12,NA,4,0.0472,-0.2008,0.2621,1.314,28,1.5435,0.9772,82.5,10.4364
Israel Arabic,334.8404,500,15.25,16,9,NA,-0.7503,-0.1384,-2.6964,1.314,28,1.5435,0.9772,82.5,10.4364
Israel Arabic,349.1718,500,15.83,12,10,3,-1.0159,0.0674,1.1945,0.4522,28,1.5435,0.9772,82.5,10.4364
Israel Arabic,177.3974,999,15.25,NA,NA,NA,NA,NA,NA,NA,28,1.5435,0.9772,82.5,10.4364
Israel Arabic,237.4023,493,15.33,16,10,NA,-0.1453,-0.0738,NA,NA,28,1.5435,0.9772,82.5,10.4364
Israel Arabic,292.4859,500,15.5,16,NA,NA,-0.3615,0.1278,-0.7746,-0.7659,28,1.5435,0.9772,82.5,10.4364
Israel Arabic,217.6528,999,15.58,16,9,NA,3.3583,NA,NA,NA,28,1.5435,0.9772,82.5,10.4364
Israel Arabic,389.6201,500,15.25,12,6,3,-0.7958,-0.1585,2.0345,1.314,28,1.5435,0.9772,82.5,10.4364
Israel Arabic,278.5426,999,16,NA,NA,NA,NA,NA,NA,NA,28,1.5435,0.9772,82.5,10.4364
Israel Arabic,251.8212,500,15.83,16,4,5,-0.8352,0.4911,-1.2939,-0.0348,28,1.5435,0.9772,82.5,10.4364
Israel Arabic,326.0762,500,15.42,9,7,NA,-3.0697,0.3959,-2.7124,NA,28,1.5435,0.9772,82.5,10.4364
Israel Arabic,286.2072,500,16.17,16,9,4,0.9218,0.1372,0.871,-0.2023,28,1.5435,0.9772,82.5,10.4364
Israel Arabic,279.2095,500,15.67,14.5,NA,NA,-0.1404,0.1372,NA,NA,28,1.5435,0.9772,82.5,10.4364
Israel Arabic,267.0459,500,15.42,14.5,2,3,0.2962,-0.0176,-0.0424,1.314,28,1.5435,0.9772,82.5,10.4364
Israel Arabic,327.5356,500,15.5,12,6,7,-0.802,0.1847,-0.1907,NA,28,1.5435,0.9772,82.5,10.4364
Israel Arabic,387.4112,500,15.42,9,10,3,-2.5957,0.3913,-0.778,1.314,28,1.5435,0.9772,82.5,10.4364
Israel Arabic,239.4545,825,15.5,16,NA,NA,-0.0162,0.1331,-0.7056,-1.1831,28,1.5435,0.9772,82.5,10.4364
Israel Arabic,307.4042,500,15.75,12,10,4,-0.1805,0.1372,0.627,1.314,28,1.5435,0.9772,82.5,10.4364
Israel Arabic,345.6057,500,15.92,12,10,NA,-1.8248,0.7178,2.0345,1.314,28,1.5435,0.9772,82.5,10.4364
Israel Arabic,207.7549,999,15.67,12,6,NA,-1.2257,NA,NA,NA,28,1.5435,0.9772,82.5,10.4364
Israel Arabic,411.2568,500,15.92,16,10,1,-0.3266,-1.0322,-0.417,0.385,28,1.5435,0.9772,82.5,10.4364
Israel Arabic,317.7941,500,16.08,9,NA,2,-1.2711,0.4627,-0.0852,1.314,28,1.5435,0.9772,82.5,10.4364
Israel Arabic,331.553,500,15.42,16,9,2,-0.4312,-0.7443,-0.5664,0.7628,28,1.5435,0.9772,82.5,10.4364
Israel Arabic,251.7538,171,16.17,16,NA,NA,-0.107,0.1997,-1.2794,-0.6262,28,1.5435,0.9772,82.5,10.4364
Israel Arabic,346.3974,500,16.08,16,8,3,0.6008,0.7031,-0.9647,0.7628,28,1.5435,0.9772,82.5,10.4364
Israel Arabic,339.2181,500,15.58,6,9,2,-2.5849,0.6198,-0.0424,1.314,28,1.5435,0.9772,82.5,10.4364
Israel Arabic,284.0709,500,15.5,14.5,6,3,-0.4838,0.3171,1.1945,-0.1931,28,1.5435,0.9772,82.5,10.4364
Israel Arabic,346.6815,500,15.67,16,6,3,-0.0265,0.4313,-2.7124,1.314,28,1.5435,0.9772,82.5,10.4364
Israel Arabic,268.7072,500,15.75,12,10,1,-1.4426,-0.0339,-2.7124,-1.6637,28,1.5435,0.9772,82.5,10.4364
Israel Arabic,440.2557,500,15.75,14.5,7,2,0.7687,0.9271,-1.2214,0.0483,28,1.5435,0.9772,82.5,10.4364
Israel Arabic,200.8124,171,15.75,16,4,5,-0.8351,-0.2572,-1.0141,-0.1512,28,1.5435,0.9772,82.5,10.4364
Israel Arabic,244.5971,500,16,9,7,3,-0.6645,0.0508,-2.7124,1.314,28,1.5435,0.9772,82.5,10.4364
Israel Arabic,315.3705,500,15.58,16,10,2,2.2959,0.1372,0.7632,1.314,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,360.0351,500,15.75,16,NA,0,-0.7186,0.0127,0.6911,-0.7968,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,326.4007,500,15.67,12,NA,1,-1.9287,0.3252,1.1122,1.314,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,390.084,500,15.92,12,6,3,-1.3272,-0.2187,-0.0424,-0.7366,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,351.1666,500,16.08,12,1,NA,-0.8399,0.3252,2.0345,1.314,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,274.2547,500,15.58,9,5,1,-1.6027,1.4205,-0.0424,-0.9734,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,276.121,500,15.75,12,NA,1,-2.1499,-0.0493,1.4022,1.314,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,347.5972,500,15.25,9,10,1,-1.5902,-0.1886,0.4922,0.481,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,403.9649,500,15.5,12,NA,3,-1.239,1.3315,2.0345,1.314,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,391.0602,500,15.33,12,10,1,-0.6549,0.3407,-0.634,1.314,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,383.088,500,15.5,12,10,3,-0.1423,2.0787,2.0345,1.314,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,314.6148,500,16.17,12,8,3,-1.3117,-0.2008,0.2621,-1.6031,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,353.1764,500,15.42,12,8,4,-1.4724,0.638,0.6911,1.314,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,379.9472,500,15.58,16,10,3,0.9437,0.8628,1.3671,0.4394,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,459.2,500,15.67,12,9,3,-1.1945,0.3252,0.9639,1.314,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,261.5688,500,15.58,16,7,1,-0.6021,0.3703,-0.7074,-0.7659,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,269.5213,500,15.83,16,NA,NA,-0.8247,-0.6004,-0.9514,0.22,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,290.8694,422,16.08,12,7,4,-1.4054,0.0127,-0.5079,1.314,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,440.3901,500,15.42,12,10,1,-1.6053,0.8418,2.0345,0.6259,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,326.613,500,15.33,9,NA,3,-1.3712,0.1372,0.9134,1.314,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,395.6455,500,15.33,12,9,3,-0.9408,0.1419,2.0345,0.1694,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,459.9641,500,15.25,12,8,1,-0.822,1.7916,2.0345,1.314,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,368.5918,500,16.08,12,10,3,-1.6639,0.0674,0.2377,-1.3583,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,387.1593,500,15.92,6,10,3,-1.71,-0.4562,1.3671,0.481,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,363.3838,500,16,12,NA,2,0.8647,-0.0887,2.0345,1.314,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,368.3296,500,16.17,12,9,3,-1.0282,0.2562,2.0345,1.314,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,235.0474,500,16,16,10,3,-0.0222,0.2641,2.0345,1.314,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,249.5765,500,15.25,16,1,2,0.3805,-0.1119,2.0345,1.314,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,460.4398,500,15.33,12,10,4,0.7204,0.2363,0.9207,0.2485,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,350.5866,500,15.67,12,NA,5,-1.3374,0.0495,2.0345,0.6259,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,356.0879,500,15.83,12,7,0,-1.3027,0.2694,0.4922,0.481,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,344.8109,500,15.25,12,10,3,0.8205,0.1372,2.0345,1.314,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,314.7747,500,15.83,14.5,NA,4,-0.7539,-0.7077,0.0523,-0.6176,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,268.9124,500,15.5,12,10,2,-0.7958,-0.0859,-0.9456,-0.2327,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,331.0384,500,16.08,12,10,3,-1.5426,0.8942,2.0345,1.314,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,349.4332,500,16.17,16,7,NA,-0.9978,0.825,2.0345,1.314,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,204.8755,500,15.83,12,7,2,-0.9323,0.6277,-1.3317,-0.2327,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,422.8685,500,15.75,9,10,3,-1.6048,0.9972,2.0345,1.314,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,301.5629,500,15.33,NA,6,1,NA,NA,NA,NA,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,305.5967,500,15.42,16,NA,3,-0.4388,0.1372,2.0345,-2.7106,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,314.3693,500,16,12,9,NA,-1.4736,0.523,2.0345,-2.7106,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,292.7878,313,15.33,16,NA,2,0.2692,-1.2172,0.0185,-0.6661,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,363.4538,500,15.25,12,10,2,-1.1919,2.0787,2.0345,1.314,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,323.1621,422,15.5,16,NA,3,-1.545,-0.0764,0.2377,0.481,28,-0.3163,-1.4212,53.5,11.5327
Israel Arabic,302.9941,500,15.58,6,NA,3,-2.4561,-0.1042,-0.3523,-0.8998,28,1.3405,0.1,78,12.1154
Israel Arabic,384.9749,500,15.58,9,9,NA,-2.5323,0.428,0.396,0.7628,28,1.3405,0.1,78,12.1154
Israel Arabic,428.8457,500,16.17,16,7,1,-0.4978,0.308,1.3671,1.314,28,1.3405,0.1,78,12.1154
Israel Arabic,348.8401,500,15.83,12,10,NA,0.2495,1.0442,NA,NA,28,1.3405,0.1,78,12.1154
Israel Arabic,301.3238,500,15.58,16,8,1,3.155,NA,NA,NA,28,1.3405,0.1,78,12.1154
Israel Arabic,318.5452,500,16,16,NA,1,0.7054,1.4764,-0.0424,1.314,28,1.3405,0.1,78,12.1154
Israel Arabic,281.7468,500,15.25,NA,NA,NA,NA,0.168,-1.1043,-0.9734,28,1.3405,0.1,78,12.1154
Israel Arabic,245.7664,999,15.25,16,NA,NA,0.8695,NA,NA,NA,28,1.3405,0.1,78,12.1154
Israel Arabic,284.9631,500,15.75,12,NA,1,-0.8007,NA,NA,NA,28,1.3405,0.1,78,12.1154
Israel Arabic,379.7027,313,16.08,12,10,3,-2.2996,-0.1542,2.0345,1.314,28,1.3405,0.1,78,12.1154
Israel Arabic,280.0729,500,15.58,12,10,NA,1.8668,NA,2.0345,-2.7106,28,1.3405,0.1,78,12.1154
Israel Arabic,326.7552,422,15.83,16,9,1,-0.7346,0.2641,-0.0424,-2.7106,28,1.3405,0.1,78,12.1154
Israel Arabic,368.331,999,16.17,12,10,NA,NA,NA,NA,NA,28,1.3405,0.1,78,12.1154
Israel Arabic,231.2124,500,15.75,12,10,0,-0.9718,NA,2.0345,1.314,28,1.3405,0.1,78,12.1154
Israel Arabic,256.7538,999,16.17,6,9,NA,-3.1474,NA,NA,NA,28,1.3405,0.1,78,12.1154
Israel Arabic,226.0814,500,15.33,9,9,2,-1.1741,NA,NA,-0.2023,28,1.3405,0.1,78,12.1154
Israel Arabic,255.9983,500,15.67,16,10,NA,-0.1939,NA,NA,NA,28,1.3405,0.1,78,12.1154
Israel Arabic,429.798,500,15.25,12,7,3,0.1897,0.6934,1.1945,0.1694,28,1.3405,0.1,78,12.1154
Israel Arabic,301.5818,999,15.58,16,6,NA,0.5806,NA,NA,NA,28,1.3405,0.1,78,12.1154
Israel Arabic,318.5275,500,15.33,6,NA,2,-3.429,NA,NA,1.314,28,1.3405,0.1,78,12.1154
Israel Arabic,200.1458,999,15.33,16,5,NA,0.4475,NA,NA,NA,28,1.3405,0.1,78,12.1154
Israel Arabic,418.507,500,15.92,14.5,6,5,-0.8727,0.2381,-0.5755,-0.4267,28,1.3405,0.1,78,12.1154
Israel Arabic,196.1793,500,15.33,12,NA,NA,-1.7219,0.1372,-0.4511,-0.2023,28,1.3405,0.1,78,12.1154
Israel Arabic,318.9107,500,15.83,16,8,1,-0.7608,NA,-1.8167,1.314,28,1.3405,0.1,78,12.1154
Israel Arabic,364.3749,500,15.5,12,9,1,-0.5534,0.1372,-2.0985,-0.2023,28,1.3405,0.1,78,12.1154
Israel Arabic,203.912,171,16.08,16,8,3,1.0444,NA,-0.4511,-0.7659,28,1.3405,0.1,78,12.1154
Israel Arabic,299.8692,999,15.42,NA,10,NA,NA,NA,NA,NA,28,1.3405,0.1,78,12.1154
Israel Arabic,185.7705,999,16.17,NA,5,NA,NA,NA,NA,NA,28,1.3405,0.1,78,12.1154
Israel Arabic,469.7332,500,15.25,12,NA,1,0.3343,1.3752,-0.7139,1.314,33,1.4414,0.7566,30.5,10.1639
Israel Arabic,236.0635,500,15.42,12,NA,2,-0.9664,0.1372,-1.0963,0.1597,33,1.4414,0.7566,30.5,10.1639
Israel Arabic,496.8945,500,15.25,12,NA,1,0.6176,0.228,-0.1836,1.314,33,1.4414,0.7566,30.5,10.1639
Israel Arabic,342.7715,500,15.25,14.5,NA,2,0.3058,0.253,-0.6592,1.314,33,1.4414,0.7566,30.5,10.1639
Israel Arabic,315.8264,500,15.83,9,10,4,-2.0296,-0.5907,0.2621,1.314,33,1.4414,0.7566,30.5,10.1639
Israel Arabic,323.1611,422,15.5,16,NA,2,-0.0945,-0.3955,-1.6464,-0.2023,28,1.5598,2.4611,62.5,12
Israel Arabic,291.1965,500,15.58,12,10,1,-1.3664,NA,2.0345,1.314,28,1.5598,2.4611,62.5,12
Israel Arabic,256.8301,500,15.5,3,9,1,-6.0571,0.1372,2.0345,1.314,28,1.5598,2.4611,62.5,12
Israel Arabic,297.5519,500,16.25,16,10,1,-1.0619,-0.4466,-1.5333,0.7015,28,1.5598,2.4611,62.5,12
Israel Arabic,258.5727,999,15.42,NA,NA,NA,NA,NA,NA,NA,28,1.5598,2.4611,62.5,12
Israel Arabic,251.1205,500,15.67,3,7,1,-4.3972,NA,0.2778,1.314,28,1.5598,2.4611,62.5,12
Israel Arabic,268.7162,500,15.75,12,NA,5,-1.7264,-0.772,-0.0424,1.314,28,1.5598,2.4611,62.5,12
Israel Arabic,350.8207,500,15.5,12,10,3,-1.5105,0.5801,1.4424,1.314,28,1.5598,2.4611,62.5,12
Israel Arabic,423.4788,500,16.17,9,10,3,-1.5841,1.0442,0.2377,-0.429,28,1.5598,2.4611,62.5,12
Israel Arabic,378.7185,500,16.08,9,10,2,-1.3137,1.2422,2.0345,1.314,28,1.5598,2.4611,62.5,12
Israel Arabic,234.7392,500,15.92,12,6,NA,-1.8912,0.6506,NA,-0.0348,28,1.5598,2.4611,62.5,12
Israel Arabic,290.8001,500,15.33,16,8,NA,-0.8042,0.2641,2.0345,1.314,28,1.5598,2.4611,62.5,12
Israel Arabic,236.4455,493,15.92,14.5,10,3,1.8069,0.3252,2.0345,1.314,28,1.5598,2.4611,62.5,12
Israel Arabic,267.9943,500,15.5,3,NA,3,-2.8818,1.3752,NA,-0.9734,28,1.5598,2.4611,62.5,12
Israel Arabic,374.5994,500,15.25,12,10,2,1.1477,2.6131,2.0345,1.314,28,1.5598,2.4611,62.5,12
Israel Arabic,203.2064,999,15.92,3,NA,NA,-2.6811,NA,NA,NA,28,1.5598,2.4611,62.5,12
Israel Arabic,168.9148,500,16,12,NA,2,-1.152,-0.0881,2.0345,1.314,28,1.5598,2.4611,62.5,12
Israel Arabic,250.9243,500,15.75,12,4,1,-0.2965,0.7549,NA,NA,28,1.5598,2.4611,62.5,12
Israel Arabic,257.9914,999,15.83,12,10,3,-0.962,NA,NA,NA,28,1.5598,2.4611,62.5,12
Israel Arabic,321.8564,500,15.58,12,7,1,-1.3603,-0.2039,-0.5722,0.298,28,1.5598,2.4611,62.5,12
Israel Arabic,334.841,500,16,9,8,3,-1.3769,0.1372,0.5818,-2.7106,28,1.5598,2.4611,62.5,12
Israel Arabic,402.4647,500,15.92,14.5,10,2,0.6999,1.0781,2.0345,1.314,28,1.5598,2.4611,62.5,12
Israel Arabic,343.3043,500,15.58,9,10,1,-2.2932,0.4607,1.0307,-1.5576,28,1.5598,2.4611,62.5,12
Israel Arabic,276.0741,500,15.5,9,1,2,-1.8577,-0.1119,-0.0424,-1.1481,28,1.5598,2.4611,62.5,12
Israel Arabic,252.0908,500,15.83,3,NA,1,-3.6585,0.2641,-0.4492,-0.4289,28,1.5598,2.4611,62.5,12
Israel Arabic,354.828,500,15.25,6,NA,2,-1.2436,1.7916,2.0345,1.314,28,1.5598,2.4611,62.5,12
Israel Arabic,280.9055,313,16.08,16,10,2,-0.6374,NA,NA,-0.3489,28,1.5598,2.4611,62.5,12
Israel Arabic,255.2208,614,15.42,14.5,NA,1,-0.7952,0.1111,NA,-2.4646,28,1.5598,2.4611,62.5,12
Israel Arabic,357.7224,500,16.08,12,NA,NA,-1.8565,0.2641,-1.2176,-0.7857,28,1.5598,2.4611,62.5,12
Israel Arabic,359.6088,313,16.17,12,5,3,-1.2984,2.6131,2.0345,0.7628,28,1.5598,2.4611,62.5,12
Israel Arabic,238.2771,500,16,3,5,NA,-6.7098,-0.1119,2.0345,1.314,28,1.5598,2.4611,62.5,12
Israel Arabic,369.1274,500,15.83,9,8,3,-2.9085,2.6131,2.0345,1.314,28,1.5598,2.4611,62.5,12
Israel Arabic,367.6202,500,15.25,9,NA,3,-1.5358,0.8418,1.1945,1.314,28,1.5598,2.4611,62.5,12
Israel Arabic,457.8693,500,15.92,9,9,3,-2.202,2.0787,2.0345,-1.8485,28,1.5598,2.4611,62.5,12
Israel Arabic,195.5276,500,16,3,1,3,-2.7196,0.0127,NA,NA,28,1.5598,2.4611,62.5,12
Israel Arabic,246.2292,500,15.75,12,10,4,-0.6559,NA,NA,NA,13,0.85,1.22,5,8.6
Israel Arabic,252.7838,422,16,12,5,4,-0.912,-1.1285,NA,NA,13,0.85,1.22,5,8.6
Israel Arabic,165.1022,999,15.75,12,NA,NA,0.0859,NA,NA,NA,13,0.85,1.22,5,8.6
Israel Arabic,208.9517,500,15.42,12,9,3,-1.0801,NA,-1.0963,-1.1481,13,0.85,1.22,5,8.6
Israel Arabic,205.5902,500,15.83,12,5,3,0.0392,0.4313,0.627,-0.2023,13,0.85,1.22,5,8.6
Israel Arabic,262.8124,500,15.5,6,NA,6,-1.7718,0.1637,-1.2877,-0.0862,33,0.8371,2.1432,121,11.1157
Israel Arabic,367.3724,500,15.25,16,8,4,-0.3662,0.3252,-0.6495,1.314,33,0.8371,2.1432,121,11.1157
Israel Arabic,293.9892,500,15.5,12,NA,4,-1.3755,0.1372,-1.0963,0.6259,33,0.8371,2.1432,121,11.1157
Israel Arabic,332.5606,999,15.58,12,10,NA,-0.6246,NA,NA,NA,33,0.8371,2.1432,121,11.1157
Israel Arabic,273.0842,500,15.33,14.5,10,4,0.8113,0.1372,-0.9047,-0.5778,33,0.8371,2.1432,121,11.1157
Israel Arabic,408.3784,500,16,14.5,NA,NA,-1.116,0.1372,2.0345,1.314,33,0.8371,2.1432,121,11.1157
Israel Arabic,349.5448,500,16.25,12,10,4,-0.9385,0.5095,0.0953,-0.8154,33,0.8371,2.1432,121,11.1157
Israel Arabic,330.6867,313,15.42,12,7,1,-1.4982,-0.4556,-1.0244,1.314,33,0.8371,2.1432,121,11.1157
Israel Arabic,425.1677,500,15.92,12,NA,NA,-1.0792,NA,NA,NA,33,0.8371,2.1432,121,11.1157
Israel Arabic,405.6419,500,16.17,16,9,3,0.6197,0.0127,2.0345,0.0483,33,0.8371,2.1432,121,11.1157
Israel Arabic,361.3712,500,15.75,16,10,3,0.7981,0.0127,-0.4003,-0.6262,33,0.8371,2.1432,121,11.1157
Israel Arabic,265.2363,500,15.92,16,10,NA,0.2447,-0.1606,-1.0963,-2.7106,33,0.8371,2.1432,121,11.1157
Israel Arabic,487.0616,500,16.08,12,10,2,0.5343,2.0787,0.2621,-0.0348,33,0.8371,2.1432,121,11.1157
Israel Arabic,337.9445,500,15.75,12,8,2,-1.7374,-0.265,0.9134,-0.9422,33,0.8371,2.1432,121,11.1157
Israel Arabic,375.1917,500,16.08,16,10,3,1.0778,0.6634,-0.0424,1.314,33,0.8371,2.1432,121,11.1157
Israel Arabic,253.2692,156,15.67,16,4,NA,1.1204,NA,-0.7244,-0.9641,33,0.8371,2.1432,121,11.1157
Israel Arabic,272.6866,500,15.42,16,7,3,-0.0843,0.2641,0.0741,-0.5683,33,0.8371,2.1432,121,11.1157
Israel Arabic,278.6367,500,16,12,NA,4,-0.8108,-1.6474,1.4424,1.314,33,0.8371,2.1432,121,11.1157
Israel Arabic,380.9508,313,15.25,16,8,4,0.4409,-0.3053,-0.929,0.2384,33,0.8371,2.1432,121,11.1157
Israel Arabic,301.6492,500,15.58,12,8,5,-0.0019,NA,-1.0963,NA,33,0.8371,2.1432,121,11.1157
Israel Arabic,279.3474,500,15.75,16,NA,3,1.6281,0.3568,2.0345,1.314,33,0.8371,2.1432,121,11.1157
Israel Arabic,432.5273,500,15.42,14.5,10,1,0.5895,1.0781,2.0345,1.0786,33,0.8371,2.1432,121,11.1157
Israel Arabic,531.3858,313,15.33,12,10,NA,-1.141,0.1847,-0.3697,-2.1007,33,0.8371,2.1432,121,11.1157
Israel Arabic,395.5842,500,15.83,12,9,1,-0.2013,-0.237,0.0523,-0.1931,33,0.8371,2.1432,121,11.1157
Israel Arabic,457.2558,500,16.08,16,NA,3,0.2066,0.638,2.0345,1.314,33,0.8371,2.1432,121,11.1157
Israel Arabic,361.8221,500,16.17,16,10,5,1.8058,NA,1.4424,0.2727,33,0.8371,2.1432,121,11.1157
Israel Arabic,225.828,825,16.17,3,9,4,-3.2805,0.26,NA,NA,33,0.8371,2.1432,121,11.1157
Israel Arabic,263.0943,500,15.25,9,10,3,-1.913,NA,NA,NA,33,0.8371,2.1432,121,11.1157
Israel Arabic,406.338,500,15.33,12,10,3,-1.1988,1.2316,2.0345,-0.0991,33,0.8371,2.1432,121,11.1157
Israel Arabic,255.385,500,15.25,16,9,3,1.2152,0.8884,0.7161,1.314,33,0.8371,2.1432,121,11.1157
Israel Arabic,376.5201,422,15.92,16,10,2,0.7937,0.9271,0.4922,1.314,33,0.8371,2.1432,121,11.1157
Israel Arabic,381.1453,422,15.42,12,10,5,0.1018,1.2159,2.0345,1.314,33,0.8371,2.1432,121,11.1157
Israel Arabic,407.2953,500,16.08,12,10,1,-1.3554,-1.1538,-0.0424,0.4522,33,0.8371,2.1432,121,11.1157
Israel Arabic,348.2633,500,15.5,14.5,9,3,-0.7318,-0.5875,2.0345,-2.7106,33,0.8371,2.1432,121,11.1157
Israel Arabic,333.1944,500,15.83,16,10,1,0.9237,0.1372,-0.8695,1.314,33,0.8371,2.1432,121,11.1157
Israel Arabic,377.5923,500,16.17,12,10,2,-1.5084,0.107,1.2471,-0.1931,33,0.8371,2.1432,121,11.1157
Israel Arabic,291.1334,313,15.42,16,5,4,-0.48,-0.545,-0.4556,-0.3882,33,0.8371,2.1432,121,11.1157
Israel Arabic,271.75,313,15.25,6,NA,4,-0.3715,0.3252,-0.8917,0.0838,33,0.8371,2.1432,121,11.1157
Israel Arabic,315.714,999,16.17,16,9,2,0.1536,NA,NA,NA,33,0.8371,2.1432,121,11.1157
Israel Arabic,350.0456,500,15.92,16,7,5,1.0026,-0.2039,0.7843,0.7015,33,0.8371,2.1432,121,11.1157
Israel Arabic,433.7882,500,16.17,12,8,1,-0.911,0.7178,0.4922,1.314,33,0.8371,2.1432,121,11.1157
Israel Arabic,260.349,500,15.92,12,10,4,-1.9679,0.0127,NA,NA,33,0.8371,2.1432,121,11.1157
Israel Arabic,436.2496,500,15.83,16,NA,3,1.3922,0.2009,-0.0424,1.314,33,0.8371,2.1432,121,11.1157
Israel Arabic,313.8179,422,15.58,12,10,NA,-0.7528,0.1074,-0.634,-1.4166,33,0.8371,2.1432,121,11.1157
Israel Arabic,403.4057,500,16.08,16,NA,4,2.1481,0.0995,2.0345,0.0483,33,0.8371,2.1432,121,11.1157
Israel Arabic,327.5861,500,15.58,16,NA,4,-0.5842,0.0995,-1.0454,-0.2023,33,0.8371,2.1432,121,11.1157
Israel Arabic,302.3068,500,15.58,16,NA,3,0.4433,-0.4081,0.2837,-0.6176,33,0.8371,2.1432,121,11.1157
Israel Arabic,193.1494,313,16.17,16,NA,NA,0.1002,NA,-1.593,-0.7659,23,-0.5869,-0.1098,16,9.4375
Israel Arabic,262.0474,313,15.5,12,NA,3,-0.7238,NA,0.871,-1.415,23,-0.5869,-0.1098,16,9.4375
Israel Arabic,283.8362,500,16.17,12,9,5,-1.0768,-0.1628,NA,NA,23,-0.5869,-0.1098,16,9.4375
Israel Arabic,175.1563,500,15.92,12,7,4,-0.3051,NA,-0.0424,-1.1481,23,-0.5869,-0.1098,16,9.4375
Israel Arabic,266.2668,422,15.33,16,10,4,0.8435,NA,NA,NA,23,-0.5869,-0.1098,16,9.4375
Israel Arabic,268.6235,500,15.92,12,NA,2,-0.3424,NA,0.871,1.314,23,-0.5869,-0.1098,16,9.4375
Israel Arabic,191.021,999,15.75,NA,9,NA,NA,NA,NA,NA,23,-0.5869,-0.1098,16,9.4375
Israel Arabic,285.2594,999,15.42,12,NA,NA,-1.5452,NA,NA,NA,23,-0.5869,-0.1098,16,9.4375
Israel Arabic,203.5226,999,16,6,6,NA,-2.7484,NA,NA,NA,23,-0.5869,-0.1098,16,9.4375
